athlete_id,age,height,weight,sex
13372,24.0,206.0,117.0,M
13373,34.666666666666664,190.0,87.0,M
13375,27.0,175.0,73.0,M
13377,23.0,197.0,100.0,M
13378,25.0,191.0,130.0,M
13379,26.0,168.0,52.0,M
13380,18.0,164.0,62.0,F
13382,25.0,165.0,65.0,M
13383,26.0,151.0,48.0,M
13384,28.0,175.0,70.0,F
13385,25.0,172.0,71.0,M
13386,25.0,183.0,76.0,M
13387,22.0,178.0,68.0,M
13388,18.5,170.0,61.0,F
13390,26.0,168.0,58.0,M
13391,29.0,190.0,94.0,M
13392,24.0,166.0,61.0,M
13394,27.0,167.0,63.0,F
13395,24.0,193.0,84.0,M
13396,24.0,198.0,90.0,M
13397,26.0,195.0,89.0,M
13398,28.0,184.0,84.0,M
13401,27.8,178.0,70.0,F
13402,28.0,183.0,81.0,M
13403,24.0,190.0,81.0,M
13404,23.0,178.0,63.0,M
13405,22.0,176.0,65.0,F
13406,29.0,178.0,81.0,M
13409,46.0,173.0,75.0,M
13410,25.0,174.0,65.0,M
13412,22.0,180.0,72.0,M
13413,25.0,188.0,79.0,M
13414,24.0,175.0,70.0,M
13415,20.0,175.0,68.0,M
13416,22.857142857142858,185.0,71.0,M
13417,27.0,177.0,63.0,M
13418,35.0,178.0,74.0,M
13422,37.0,185.0,91.0,M
13424,25.0,195.0,91.0,M
13427,29.0,161.0,63.0,F
13428,31.0,180.0,68.0,M
13430,24.0,160.0,46.0,F
13431,15.0,175.0,63.0,F
13432,36.0,178.0,67.0,F
13433,23.0,175.0,65.0,F
13434,30.0,188.0,87.0,M
13436,25.666666666666668,197.0,100.0,M
13437,31.0,172.0,89.0,F
13438,25.0,182.0,83.0,M
13439,27.0,191.0,87.0,M
13441,20.0,180.0,80.0,M
13442,36.0,188.0,92.0,M
13443,18.0,175.0,78.0,M
13444,28.0,179.0,73.0,M
13445,25.0,193.0,120.0,M
13451,21.0,162.0,60.0,F
13453,24.0,176.0,78.0,M
13454,25.0,189.0,86.0,M
13455,27.0,180.0,68.0,F
13457,28.0,158.0,70.0,M
13459,21.0,196.0,86.0,M
13460,21.0,185.0,72.0,M
13461,24.0,180.0,73.0,M
13462,23.0,203.0,98.0,M
13463,24.0,178.0,70.0,M
13464,20.0,166.0,54.0,F
13465,23.0,176.0,78.0,M
13466,27.0,199.0,99.0,M
13467,25.0,182.0,81.0,M
13468,21.0,179.0,91.0,M
13470,24.0,177.0,73.0,M
13471,25.0,175.0,60.0,F
13473,15.0,175.0,63.0,F
13474,19.0,170.0,68.0,M
13475,25.0,171.0,73.0,M
13476,22.714285714285715,172.0,68.0,F
13477,18.0,185.0,72.0,M
13479,22.0,166.0,59.0,F
13481,14.0,160.0,58.0,F
13482,26.0,183.0,85.0,M
13483,29.0,175.0,60.0,F
13484,27.0,196.0,93.0,M
13485,30.0,167.0,90.0,M
13486,20.0,171.0,71.0,M
13487,22.0,183.0,88.0,M
13489,21.0,163.0,63.0,F
13492,21.8,189.0,73.0,M
13495,30.0,194.0,120.0,M
13496,26.0,191.0,87.0,M
13497,17.0,178.0,60.0,F
13498,19.0,172.0,60.0,M
13499,18.0,175.0,69.0,F
13500,21.0,181.0,75.0,M
13501,27.0,190.0,88.0,M
13503,22.333333333333332,185.0,87.0,M
13507,26.0,178.0,78.0,M
13508,29.0,178.0,93.0,M
13509,33.0,179.0,60.0,M
13510,34.6,170.0,85.0,M
13511,23.5,180.0,70.0,M
13512,30.0,179.0,68.0,M
13513,24.0,187.0,78.0,M
13514,30.0,172.0,57.0,F
13515,19.0,184.0,95.0,F
13516,28.0,178.0,63.0,F
13517,25.0,170.0,64.0,F
13521,24.0,180.0,75.0,M
13522,23.0,179.0,72.0,M
13523,16.666666666666668,160.0,47.0,M
13525,22.0,178.0,70.0,M
13526,23.0,182.0,74.0,M
13528,22.0,184.0,92.0,M
13531,30.0,183.0,81.0,M
13534,33.0,174.0,57.0,M
13535,23.0,175.0,68.0,M
13536,32.0,185.0,83.0,M
13537,24.0,172.0,54.0,M
13538,21.0,192.0,86.0,M
13541,23.0,190.0,78.0,M
13542,22.0,180.0,72.0,M
13543,24.571428571428573,180.0,69.0,M
13544,24.0,180.0,67.0,M
13545,26.0,172.0,57.0,F
13546,16.0,176.0,63.0,M
13547,21.0,172.0,56.0,F
13549,25.0,183.0,77.0,F
13550,20.0,171.0,59.0,F
13553,19.0,180.0,87.0,M
13554,21.0,176.0,68.0,M
13555,24.0,183.0,83.0,M
13556,18.0,166.0,53.0,F
13558,25.0,172.0,61.0,F
13561,21.0,161.0,48.0,M
13562,21.0,155.0,48.0,F
13563,26.0,166.0,64.0,F
13566,28.0,208.0,117.0,M
13569,22.0,175.0,66.0,M
13570,28.0,185.0,89.0,M
13571,18.0,168.0,62.0,F
13572,20.0,174.0,65.0,F
13574,17.5,164.0,60.0,F
13575,24.0,176.0,76.0,M
13576,24.0,173.0,68.0,F
13577,24.0,190.0,80.0,F
13578,20.0,177.0,69.0,F
13579,25.0,190.0,100.0,M
13581,22.0,192.0,75.0,F
13582,30.0,173.0,72.0,M
13583,24.0,177.0,130.0,M
13584,20.0,177.0,68.0,M
13585,30.0,187.0,87.0,M
13586,25.88888888888889,160.0,52.0,F
13587,25.0,178.0,74.0,M
13588,29.0,182.0,71.0,M
13589,30.0,184.0,77.0,F
13590,21.0,183.0,104.0,M
13591,29.0,184.0,88.0,M
13592,21.0,174.0,70.0,M
13593,19.0,173.0,63.0,F
13594,22.0,190.0,73.0,M
13595,31.0,186.0,95.0,M
13597,27.0,182.0,95.0,M
13598,30.0,171.0,63.0,F
13599,33.0,185.0,84.0,M
13600,25.0,183.0,76.0,M
13601,28.0,178.0,72.0,M
13602,23.0,173.0,73.0,M
13604,21.0,177.0,76.0,M
13605,33.0,172.0,83.0,M
13606,26.0,179.0,74.0,M
13608,18.0,180.0,75.0,F
13609,21.0,168.0,70.0,M
13610,22.0,180.0,65.0,M
13611,28.0,180.0,76.0,M
13612,30.0,163.0,55.0,F
13613,26.0,173.0,68.0,M
13614,25.0,174.0,75.0,M
13616,22.0,190.0,78.0,F
13617,19.0,172.0,69.0,M
13618,38.0,165.0,70.0,F
13619,22.5,174.0,69.0,M
13620,25.0,174.0,69.0,M
13621,24.0,171.0,62.0,M
13623,24.0,160.0,59.0,M
13624,30.0,162.0,69.0,M
13625,23.0,170.0,65.0,F
13626,23.333333333333332,170.0,57.0,F
13628,25.0,175.0,78.0,F
13631,27.0,169.0,82.0,M
13632,33.285714285714285,176.0,76.0,M
13633,38.0,167.0,65.0,M
13634,25.0,174.0,59.0,M
13635,24.0,180.0,63.0,F
13636,21.0,185.0,78.0,M
13637,22.0,185.0,86.0,M
13638,26.0,186.0,78.0,M
13639,25.0,171.0,67.0,M
13640,26.0,175.0,80.0,M
13642,28.0,162.0,56.0,M
13647,23.0,191.0,89.0,M
13648,27.0,175.0,82.0,M
13649,16.0,164.0,54.0,F
13650,16.666666666666668,170.0,60.0,F
13652,25.0,192.0,80.0,M
13653,26.0,184.0,80.0,M
13654,23.0,173.0,65.0,F
13655,24.0,168.0,56.0,F
13656,26.0,187.0,76.0,M
13658,24.0,178.0,75.0,M
13660,27.333333333333332,179.0,88.0,M
13661,27.0,179.0,80.0,M
13662,24.0,160.0,62.0,M
13664,20.0,178.0,70.0,M
13665,23.0,154.0,46.0,F
13667,19.0,186.0,75.0,M
13669,16.0,168.0,61.0,F
13670,24.0,170.0,55.0,F
13671,30.0,182.0,110.0,M
13672,21.0,170.0,69.0,F
13673,24.6,180.0,81.0,M
13674,26.0,176.0,72.0,M
13676,37.0,180.0,72.0,M
13677,30.0,175.0,110.0,M
13682,21.0,195.0,95.0,M
13683,28.0,188.0,72.0,F
13684,19.0,191.0,88.0,M
13685,29.0,190.0,96.0,M
13686,25.333333333333332,182.0,75.0,M
13687,25.0,183.0,70.0,M
13690,23.0,185.0,85.0,M
13691,23.6,183.0,80.0,M
13692,28.333333333333332,177.0,72.0,F
13695,24.0,186.0,88.0,M
13696,24.0,188.0,92.0,M
13697,27.0,173.0,64.0,M
13698,27.583333333333332,190.0,83.0,M
13699,23.0,168.0,49.0,M
13700,26.0,179.0,72.0,M
13701,20.0,170.0,58.0,F
13702,22.0,193.0,88.0,M
13703,24.8,190.0,85.0,M
13704,23.0,190.0,82.0,M
13705,28.0,181.0,69.0,F
13706,32.0,175.0,62.0,F
13707,21.0,178.0,76.0,M
13708,23.8,162.0,59.0,F
13710,26.0,180.0,79.0,M
13712,30.0,186.0,70.0,F
13713,18.6,190.0,84.0,M
13715,26.0,175.0,68.0,F
13716,23.0,178.0,75.0,M
13717,26.0,183.0,70.0,F
13719,16.0,171.0,62.0,M
13723,22.333333333333332,163.0,60.0,F
13724,23.0,191.0,68.0,M
13726,29.0,180.0,74.0,M
13727,21.0,174.0,70.0,M
13728,28.0,174.0,74.0,M
13729,18.0,172.0,58.0,F
13731,34.0,178.0,68.0,M
13732,21.0,187.0,90.0,M
13733,26.0,189.0,88.0,M
13734,24.0,185.0,85.0,M
13735,18.0,179.0,59.0,F
13736,23.0,175.0,65.0,F
13737,17.0,170.0,59.0,F
13738,19.0,183.0,68.0,F
13739,24.0,208.0,104.0,M
13740,25.0,169.0,57.0,M
13741,22.0,165.0,63.0,F
13742,22.0,186.0,79.0,M
13743,24.0,173.0,66.0,M
13744,26.0,185.0,98.0,M
13745,22.0,185.0,77.0,M
13746,21.0,182.0,72.0,M
13748,24.0,176.0,75.0,M
13749,25.0,197.0,87.0,M
13751,28.0,187.0,84.0,M
13752,27.0,196.0,96.0,M
13753,19.0,193.0,82.0,F
13754,28.0,170.0,57.0,F
13755,30.0,190.0,86.0,M
13756,26.0,184.0,92.0,M
13757,15.0,166.0,60.0,F
13761,28.0,176.0,64.0,F
13763,24.0,192.0,84.0,M
13764,20.0,172.0,60.0,F
13766,27.0,183.0,85.0,M
13769,25.0,173.0,74.0,M
13770,22.0,185.0,68.0,M
13773,24.0,176.0,69.0,M
13775,24.0,178.0,82.0,F
13776,20.0,171.0,71.0,M
13778,22.0,172.0,64.0,M
13780,20.333333333333332,188.0,81.0,M
13781,23.0,176.0,75.0,M
13782,20.0,155.0,54.0,M
13783,22.0,194.0,96.0,M
13784,19.0,183.0,74.0,M
13785,22.0,180.0,84.0,M
13786,20.0,185.0,76.0,F
13789,19.0,160.0,63.0,M
13790,40.0,176.0,80.0,M
13791,18.0,159.0,48.0,F
13792,22.0,173.0,68.0,M
13796,23.5,178.0,83.0,M
13797,25.0,187.0,74.0,M
13801,27.0,164.0,59.0,F
13802,21.0,183.0,78.0,F
13803,26.0,191.0,83.0,M
13804,24.0,189.0,66.0,M
13805,26.0,178.0,54.0,M
13806,26.0,180.0,69.0,F
13810,19.0,176.0,63.0,F
13813,25.6,161.0,64.0,M
13814,16.333333333333332,170.0,68.0,M
13815,19.0,176.0,64.0,M
13816,21.0,180.0,70.0,M
13817,24.0,167.0,58.0,M
13818,31.8,175.0,75.0,M
13819,24.0,193.0,101.0,M
13820,19.0,194.0,81.0,M
13821,22.0,187.0,120.0,M
13823,23.0,192.0,88.0,M
13825,24.0,165.0,62.0,M
13827,27.0,160.0,46.0,F
13828,27.0,166.0,58.0,F
13831,20.0,169.0,57.0,F
13833,24.0,181.0,68.0,M
13834,25.0,162.0,58.0,F
13836,25.0,186.0,82.0,M
13837,29.0,192.0,86.0,M
13838,25.0,196.0,96.0,M
13839,22.0,186.0,73.0,M
13843,18.0,169.0,75.0,M
13844,26.0,195.0,91.0,M
13847,28.0,174.0,57.0,F
13849,23.0,189.0,82.0,M
13850,26.0,159.0,59.0,M
13852,22.0,183.0,81.0,M
13854,16.0,173.0,61.0,F
13855,20.0,170.0,65.0,F
13856,19.0,165.0,53.0,F
13857,22.0,166.0,60.0,M
13858,31.0,190.0,98.0,M
13859,22.0,182.0,73.0,M
13860,15.0,165.0,49.0,F
13861,24.0,184.0,82.0,M
13863,19.0,163.0,51.0,M
13864,25.0,170.0,53.0,F
13865,21.0,188.0,86.0,M
13866,26.0,178.0,64.0,M
13867,22.0,202.0,93.0,M
13868,33.0,170.0,64.0,M
13869,29.333333333333332,176.0,72.0,M
13870,24.0,175.0,71.0,F
13874,25.0,180.0,81.0,M
13875,23.0,170.0,62.0,F
13876,32.0,186.0,90.0,M
13878,24.0,178.0,78.0,M
13879,21.0,188.0,74.0,M
13882,21.0,194.0,87.0,M
13883,27.5,167.0,58.0,F
13884,27.0,179.0,67.0,M
13885,30.0,185.0,80.0,M
13887,30.0,165.0,75.0,F
13888,25.0,190.0,74.0,M
13890,28.875,185.0,80.0,M
13891,29.0,157.0,46.0,F
13892,17.0,165.0,65.0,M
13893,24.0,164.0,67.0,M
13894,22.0,181.0,68.0,F
13895,23.0,178.0,120.0,M
13896,23.0,169.0,54.0,M
13897,23.0,172.0,68.0,M
13898,24.0,167.0,60.0,M
13900,25.0,194.0,87.0,M
13901,17.0,177.0,74.0,M
13902,22.0,174.0,63.0,M
13904,23.0,186.0,79.0,M
13908,23.0,167.0,56.0,F
13909,27.0,180.0,70.0,M
13913,19.0,174.0,63.0,M
13914,26.0,166.0,48.0,F
13915,17.0,160.0,50.0,F
13916,20.0,186.0,84.0,M
13920,21.0,180.0,66.0,M
13921,22.0,173.0,64.0,F
13922,25.142857142857142,177.0,75.0,M
13923,25.0,175.0,61.0,F
13924,22.0,178.0,58.0,F
13926,23.0,193.0,81.0,M
13927,25.0,174.0,71.0,M
13928,24.8,177.0,78.0,M
13929,25.0,178.0,88.0,M
13930,30.0,187.0,74.0,M
13932,26.0,179.0,81.0,M
13933,24.5,175.0,77.0,M
13934,28.0,196.0,98.0,M
13935,23.0,171.0,72.0,M
13936,31.0,170.0,75.0,M
13937,17.636363636363637,160.0,54.0,F
13938,30.0,187.0,74.0,F
13939,24.0,188.0,85.0,M
13941,22.0,170.0,73.0,F
13942,28.333333333333332,187.0,82.0,M
13943,23.0,195.0,90.0,M
13947,27.0,182.0,64.0,M
13948,22.0,178.0,81.0,M
13949,22.6,178.0,73.0,M
13951,26.0,170.0,67.0,M
13952,26.0,185.0,82.0,M
13953,29.0,165.0,48.0,M
13955,54.0,181.0,75.0,M
13958,23.0,176.0,61.0,F
13959,22.0,175.0,69.0,M
13961,27.0,175.0,68.0,M
13962,22.0,178.0,68.0,M
13963,25.0,163.0,67.0,F
13968,22.0,180.0,74.0,M
13969,23.0,175.0,73.0,M
13970,22.0,173.0,69.0,F
13971,26.0,178.0,73.0,M
13972,20.0,175.0,68.0,M
13973,22.0,180.0,85.0,M
13974,21.0,176.0,67.0,M
13975,23.0,178.0,82.0,M
13976,27.0,165.0,55.0,F
13977,20.0,175.0,64.0,M
13978,23.0,165.0,61.0,F
13979,30.0,201.0,92.0,M
13980,24.0,192.0,87.0,M
13981,23.0,166.0,60.0,F
13982,21.0,168.0,54.0,M
13983,28.0,200.0,90.0,M
13984,43.0,177.0,73.0,M
13985,17.0,155.0,55.0,F
13986,22.5,165.0,52.0,M
13988,25.0,176.0,73.0,M
13989,25.4,183.0,71.0,M
13990,23.0,172.0,57.0,M
13991,24.0,185.0,87.0,M
13994,26.0,180.0,81.0,M
13997,26.0,176.0,96.0,M
13998,24.0,174.0,74.0,M
13999,25.666666666666668,179.0,70.0,M
14001,27.0,175.0,69.0,F
14002,22.0,166.0,61.0,M
14003,27.0,174.0,74.0,M
14004,25.0,170.0,65.0,M
14005,21.0,166.0,51.0,F
14007,28.0,169.0,65.0,M
14008,26.0,187.0,68.0,M
14010,21.0,172.0,70.0,M
14013,24.0,178.0,62.0,M
14014,19.0,176.0,64.0,F
14015,32.0,187.0,116.0,M
14016,24.0,173.0,57.0,F
14017,26.666666666666668,176.0,73.0,M
14020,28.0,185.0,72.0,M
14021,20.0,196.0,88.0,M
14022,26.0,159.0,45.0,F
14024,26.0,180.0,64.0,M
14025,26.0,167.0,60.0,M
14027,29.0,176.0,64.0,M
14032,20.0,170.0,72.0,M
14033,25.0,170.0,67.0,M
14034,23.0,170.0,61.0,F
14036,25.0,170.0,54.0,M
14039,30.0,180.0,68.0,M
14040,28.0,162.0,51.0,M
14041,21.0,169.0,70.0,M
14042,25.0,160.0,52.0,F
14046,23.0,158.0,49.0,F
14048,21.0,165.0,60.0,F
14049,28.0,188.0,87.0,M
14050,27.0,183.0,91.0,M
14051,21.0,179.0,72.0,M
14052,18.333333333333332,169.0,63.0,F
14054,25.0,185.0,68.0,M
14055,26.0,171.0,61.0,F
14056,35.0,177.0,95.0,M
14057,22.0,193.0,79.0,M
14063,17.0,153.0,50.0,F
14064,20.0,172.0,58.0,F
14067,23.0,183.0,75.0,M
14068,19.0,160.0,48.0,M
14069,24.0,189.0,75.0,M
14070,21.0,155.0,50.0,F
14071,26.0,170.0,63.0,M
14072,27.0,176.0,60.0,M
14075,29.0,187.0,87.0,M
14076,30.166666666666668,186.0,103.0,M
14077,20.0,173.0,54.0,M
14079,25.0,166.0,55.0,M
14081,41.0,184.0,74.0,M
14082,23.0,170.0,70.0,M
14084,32.0,170.0,58.0,M
14085,26.5,184.0,78.0,M
14086,28.0,170.0,73.0,M
14087,21.0,189.0,90.0,M
14089,22.0,175.0,79.0,M
14090,26.0,167.0,60.0,F
14091,25.0,178.0,76.0,M
14092,23.0,175.0,79.0,M
14095,20.0,160.0,49.0,F
14096,19.0,178.0,80.0,M
14097,21.0,178.0,73.0,M
14098,25.0,160.0,57.0,M
14099,22.0,186.0,77.0,M
14100,24.0,193.0,118.0,M
14101,26.0,193.0,89.0,M
14102,23.0,186.0,79.0,M
14103,34.0,180.0,70.0,M
14104,33.0,172.0,65.0,M
14105,24.0,184.0,69.0,M
14106,27.428571428571427,181.0,77.0,M
14108,27.0,184.0,89.0,M
14110,26.0,169.0,56.0,F
14111,28.0,167.0,60.0,M
14112,27.0,175.0,58.0,M
14113,25.0,178.0,70.0,M
14115,23.0,163.0,55.0,F
14119,19.0,164.0,50.0,M
14121,27.0,175.0,72.0,F
14122,21.0,178.0,73.0,M
14123,17.0,177.0,60.0,F
14125,23.0,187.0,75.0,F
14127,21.0,170.0,60.0,F
14128,27.0,183.0,75.0,M
14133,22.0,163.0,53.0,F
14134,24.0,190.0,72.0,M
14135,25.0,190.0,92.0,M
14136,23.6,171.0,67.0,F
14137,24.0,215.0,108.0,M
14138,29.0,173.0,70.0,M
14139,21.0,182.0,88.0,M
14140,37.0,180.0,97.0,M
14141,23.0,198.0,98.0,M
14143,28.0,188.0,88.0,M
14144,29.0,164.0,68.0,M
14145,20.0,164.0,63.0,M
14146,25.0,191.0,88.0,M
14148,30.0,180.0,74.0,M
14149,23.0,182.0,74.0,M
14150,27.0,186.0,80.0,M
14151,27.0,183.0,80.0,M
14152,24.0,181.0,78.0,M
14153,22.0,195.0,95.0,M
14154,23.0,172.0,69.0,M
14156,25.0,186.0,80.0,M
14157,24.0,188.0,77.0,M
14158,22.0,167.0,72.0,M
14159,24.2,188.0,86.0,M
14160,21.0,146.0,48.0,F
14161,23.0,170.0,74.0,M
14162,26.0,185.0,69.0,M
14163,26.0,181.0,77.0,M
14165,21.0,178.0,65.0,M
14167,30.0,178.0,69.0,M
14168,21.0,170.0,68.0,M
14170,24.0,169.0,59.0,M
14172,22.5,171.0,60.0,M
14175,25.0,186.0,77.0,M
14176,23.0,184.0,78.0,M
14177,24.0,168.0,58.0,M
14178,25.0,175.0,77.0,M
14179,27.0,188.0,79.0,M
14180,29.0,180.0,70.0,M
14181,22.5,177.0,78.0,M
14182,35.0,180.0,72.0,M
14185,20.0,182.0,67.0,M
14187,29.0,174.0,74.0,M
14188,23.333333333333332,177.0,72.0,M
14189,18.0,163.0,59.0,F
14190,27.0,173.0,63.0,M
14193,29.0,196.0,100.0,M
14195,24.0,168.0,59.0,F
14197,24.0,163.0,58.0,F
14198,37.0,172.0,84.0,M
14199,16.333333333333332,165.0,62.0,F
14200,25.0,182.0,71.0,M
14202,29.0,184.0,72.0,F
14208,24.0,196.0,92.0,M
14209,27.0,185.0,84.0,M
14210,26.0,193.0,95.0,M
14211,26.0,177.0,68.0,F
14212,33.0,185.0,100.0,M
14213,29.0,180.0,77.0,M
14215,33.0,168.0,75.0,M
14216,22.0,186.0,72.0,M
14219,27.0,180.0,78.0,M
14220,26.0,170.0,54.0,M
14221,25.0,187.0,87.0,M
14222,24.0,178.0,75.0,M
14223,31.0,175.0,64.0,F
14224,30.0,180.0,71.0,M
14226,26.0,185.0,90.0,M
14227,23.181818181818183,196.0,74.0,M
14228,22.0,183.0,76.0,M
14229,28.0,181.0,76.0,M
14230,22.0,189.0,83.0,M
14233,25.0,185.0,78.0,M
14234,21.0,181.0,75.0,M
14235,25.0,170.0,92.0,M
14236,28.0,202.0,95.0,M
14237,22.0,210.0,105.0,M
14239,20.0,190.0,73.0,M
14241,22.0,172.0,70.0,F
14243,21.0,175.0,65.0,M
14246,25.0,186.0,86.0,M
14247,25.0,186.0,60.0,M
14248,25.0,170.0,66.0,F
14249,21.0,195.0,99.0,M
14250,22.0,196.0,102.0,M
14251,24.0,180.0,73.0,F
14252,22.0,172.0,56.0,F
14253,28.0,172.0,74.0,F
14255,25.0,178.0,83.0,M
14257,26.0,167.0,67.0,F
14258,23.4,157.0,50.0,F
14260,29.0,178.0,69.0,M
14261,24.25,170.0,75.0,F
14264,25.0,177.0,72.0,M
14266,25.0,175.0,58.0,F
14267,28.0,191.0,89.0,M
14269,24.0,170.0,65.0,M
14271,22.0,172.0,78.0,M
14273,22.0,175.0,70.0,M
14274,22.0,178.0,70.0,M
14275,27.0,168.0,61.0,F
14276,20.0,155.0,63.0,F
14277,21.0,178.0,69.0,M
14279,17.0,168.0,61.0,F
14280,22.5,175.0,70.0,M
14281,27.0,178.0,76.0,M
14283,27.0,165.0,57.0,F
14284,25.0,188.0,90.0,F
14285,23.0,194.0,93.0,M
14286,24.0,175.0,53.0,M
14287,29.0,175.0,73.0,M
14288,24.0,170.0,68.0,F
14289,26.0,162.0,63.0,F
14290,33.0,172.0,64.0,F
14292,19.0,190.0,95.0,M
14293,19.6,174.0,63.0,F
14294,26.0,183.0,70.0,M
14295,30.0,170.0,87.0,M
14296,24.0,172.0,55.0,F
14297,27.0,164.0,51.0,F
14299,31.0,172.0,67.0,F
14300,23.0,172.0,67.0,M
14302,25.0,175.0,98.0,F
14303,29.0,170.0,68.0,M
14304,23.0,184.0,85.0,M
14305,28.0,183.0,120.0,M
14306,21.0,177.0,76.0,M
14307,22.0,180.0,78.0,M
14308,23.0,187.0,80.0,M
14310,17.0,164.0,47.0,F
14312,28.0,176.0,64.0,F
14313,25.0,167.0,67.0,F
14314,24.0,159.0,60.0,F
14316,27.0,183.0,76.0,M
14319,25.0,169.0,60.0,F
14320,28.0,175.0,68.0,M
14321,22.0,189.0,83.0,M
14322,21.0,186.0,90.0,M
14323,27.0,177.0,68.0,M
14324,21.0,159.0,69.0,M
14325,28.0,171.0,59.0,F
14327,22.0,185.0,80.0,F
14328,26.0,178.0,71.0,F
14329,32.0,185.0,79.0,M
14330,30.0,162.0,56.0,M
14331,22.0,174.0,58.0,M
14332,25.0,180.0,79.0,M
14333,19.0,183.0,86.0,M
14334,22.0,200.0,93.0,M
14335,24.0,198.0,95.0,M
14336,21.0,160.0,54.0,M
14338,26.0,191.0,95.0,M
14339,28.0,167.0,73.0,F
14341,23.0,181.0,70.0,M
14342,21.0,185.0,84.0,M
14343,22.0,191.0,92.0,M
14345,32.0,170.0,57.0,M
14347,20.0,183.0,69.0,M
14348,24.0,170.0,71.0,M
14349,20.0,153.0,50.0,F
14350,27.0,178.0,69.0,M
14352,22.0,188.0,81.0,M
14353,23.0,170.0,58.0,F
14355,21.0,186.0,74.0,M
14356,30.0,190.0,95.0,M
14357,21.0,174.0,80.0,M
14359,16.0,162.0,52.0,F
14360,26.0,174.0,83.0,M
14361,31.0,184.0,72.0,M
14362,26.0,178.0,67.0,M
14363,25.0,175.0,73.0,F
14364,26.0,185.0,86.0,M
14365,28.666666666666668,180.0,63.0,F
14366,24.0,179.0,75.0,F
14368,33.0,180.0,86.0,M
14371,25.0,178.0,58.0,F
14372,29.0,171.0,78.0,M
14373,24.8,183.0,67.0,F
14374,21.0,168.0,57.0,F
14376,31.0,180.0,79.0,M
14377,28.0,178.0,76.0,M
14378,35.0,182.0,82.0,M
14379,28.0,160.0,60.0,F
14380,24.0,193.0,84.0,M
14382,20.2,160.0,57.0,F
14383,24.333333333333332,181.0,66.0,M
14384,28.0,186.0,85.0,M
14385,22.0,190.0,80.0,M
14386,20.0,177.0,72.0,M
14387,23.0,170.0,78.0,M
14388,31.0,176.0,95.0,M
14389,31.0,167.0,71.0,M
14390,21.0,182.0,81.0,M
14393,23.0,177.0,71.0,M
14394,22.0,173.0,77.0,F
14395,23.666666666666668,183.0,76.0,M
14397,22.0,179.0,74.0,M
14398,27.0,201.0,107.0,M
14399,25.0,186.0,78.0,M
14401,33.0,172.0,98.0,F
14402,22.0,168.0,48.0,M
14404,25.0,174.0,72.0,M
14405,25.0,173.0,90.0,F
14406,28.0,180.0,75.0,F
14407,29.0,178.0,69.0,M
14408,20.0,170.0,66.0,M
14409,23.0,173.0,72.0,M
14410,25.0,176.0,84.0,M
14411,20.0,179.0,73.0,M
14412,24.0,180.0,75.0,M
14415,16.0,176.0,57.0,F
14419,28.0,180.0,87.0,M
14420,26.0,180.0,81.0,M
14421,33.0,178.0,77.0,F
14423,27.25,158.0,50.0,F
14424,26.0,185.0,89.0,M
14430,30.0,186.0,90.0,M
14432,29.0,170.0,58.0,F
14434,20.0,187.0,80.0,M
14435,23.666666666666668,185.0,77.0,M
14438,30.0,171.0,63.0,M
14440,23.727272727272727,182.0,76.0,M
14441,20.0,171.0,57.0,F
14442,29.0,160.0,52.0,M
14443,26.0,183.0,84.0,M
14444,18.0,192.0,78.0,M
14445,20.0,179.0,65.0,M
14447,21.0,184.0,78.0,M
14449,25.0,187.0,68.0,M
14450,21.5,173.0,68.0,M
14451,26.5,174.0,70.0,F
14453,27.636363636363637,183.0,73.0,M
14455,14.0,162.0,50.0,F
14456,27.0,200.0,100.0,M
14458,24.0,180.0,74.0,M
14459,23.0,180.0,70.0,M
14461,15.0,161.0,53.0,F
14462,29.4,189.0,88.0,M
14463,26.0,165.0,67.0,M
14464,24.5,190.0,125.0,M
14465,30.0,193.0,76.0,M
14466,25.0,193.0,81.0,M
14467,25.0,162.0,61.0,F
14468,27.5,197.0,94.0,M
14470,34.0,180.0,78.0,M
14471,33.0,178.0,68.0,M
14473,26.0,163.0,62.0,F
14474,25.0,177.0,79.0,M
14475,40.0,177.0,79.0,M
14476,28.0,155.0,54.0,F
14477,18.0,180.0,70.0,M
14478,23.0,156.0,56.0,M
14479,22.0,184.0,82.0,M
14481,23.0,192.0,90.0,M
14483,28.0,168.0,63.0,M
14486,28.0,186.0,124.0,M
14489,22.0,175.0,78.0,M
14490,20.0,185.0,68.0,F
14491,27.666666666666668,175.0,64.0,F
14492,24.4,178.0,80.0,M
14493,28.0,173.0,73.0,M
14495,23.0,188.0,80.0,M
14496,27.0,183.0,116.5,M
14497,26.0,180.0,70.0,F
14498,29.0,183.0,61.0,F
14501,24.0,186.0,75.0,M
14502,27.0,170.0,68.0,F
14503,26.0,178.0,74.0,F
14504,21.0,196.0,93.0,M
14505,27.0,170.0,62.0,M
14507,23.0,178.0,79.0,M
14508,23.0,188.0,91.0,M
14509,27.0,185.0,64.0,F
14510,22.0,178.0,79.0,M
14511,21.0,185.0,74.0,M
14512,22.0,169.0,59.0,F
14513,30.0,175.0,74.0,M
14514,29.0,170.0,57.0,F
14515,23.0,167.0,56.0,F
14516,19.0,163.0,57.0,F
14518,21.0,208.0,106.0,M
14520,23.0,172.0,69.0,M
14521,26.0,175.0,70.0,M
